"id" "judgmentDate" "year" "id" "name1" "name2" "divisionid"
"196" 36950 "2014-02-10" 2014 36950 "Bożena Rządzińska" "Sławomir Zieliński" 1018
"197" 36950 "2014-02-10" 2014 36950 "Sławomir Zieliński" "Bogdan Jachowicz" 1018
"198" 36950 "2014-02-10" 2014 36950 "Sławomir Zieliński" "Bożena Rządzińska" 1018
"199" 36952 "2014-02-07" 2014 36952 "Izabela Wawrzynkiewicz" "Wojciech Borten" 1018
"200" 36952 "2014-02-07" 2014 36952 "Izabela Wawrzynkiewicz" "Zofia Szcześniewicz" 1018
"201" 36952 "2014-02-07" 2014 36952 "Wojciech Borten" "Izabela Wawrzynkiewicz" 1018
"202" 36952 "2014-02-07" 2014 36952 "Wojciech Borten" "Zofia Szcześniewicz" 1018
"203" 36952 "2014-02-07" 2014 36952 "Zofia Szcześniewicz" "Izabela Wawrzynkiewicz" 1018
"204" 36952 "2014-02-07" 2014 36952 "Zofia Szcześniewicz" "Wojciech Borten" 1018
"205" 36954 "2014-02-13" 2014 36954 "Bogdan Jachowicz" "Bożena Rządzińska" 1018
"206" 36954 "2014-02-13" 2014 36954 "Bogdan Jachowicz" "Zofia Szcześniewicz" 1018
"207" 36954 "2014-02-13" 2014 36954 "Bożena Rządzińska" "Bogdan Jachowicz" 1018
"208" 36954 "2014-02-13" 2014 36954 "Bożena Rządzińska" "Zofia Szcześniewicz" 1018
"209" 36954 "2014-02-13" 2014 36954 "Zofia Szcześniewicz" "Bogdan Jachowicz" 1018
"210" 36954 "2014-02-13" 2014 36954 "Zofia Szcześniewicz" "Bożena Rządzińska" 1018
"211" 36956 "2014-02-10" 2014 36956 "Bogdan Jachowicz" "Bożena Rządzińska" 1018
"212" 36956 "2014-02-10" 2014 36956 "Bogdan Jachowicz" "Sławomir Zieliński" 1018
"213" 36956 "2014-02-10" 2014 36956 "Bożena Rządzińska" "Bogdan Jachowicz" 1018
"214" 36956 "2014-02-10" 2014 36956 "Bożena Rządzińska" "Sławomir Zieliński" 1018
"215" 36956 "2014-02-10" 2014 36956 "Sławomir Zieliński" "Bogdan Jachowicz" 1018
"216" 36956 "2014-02-10" 2014 36956 "Sławomir Zieliński" "Bożena Rządzińska" 1018
"217" 36958 "2014-02-17" 2014 36958 "Elżbieta Gawryszczak" "Jacek Kępa" 1018
"218" 36958 "2014-02-17" 2014 36958 "Elżbieta Gawryszczak" "Wojciech Borten" 1018
"219" 36958 "2014-02-17" 2014 36958 "Jacek Kępa" "Elżbieta Gawryszczak" 1018
"220" 36958 "2014-02-17" 2014 36958 "Jacek Kępa" "Wojciech Borten" 1018
"221" 36958 "2014-02-17" 2014 36958 "Wojciech Borten" "Elżbieta Gawryszczak" 1018
"222" 36958 "2014-02-17" 2014 36958 "Wojciech Borten" "Jacek Kępa" 1018
"223" 36960 "2014-02-18" 2014 36960 "B. Pięcek" "B. Rządzińska" 1018
"224" 36960 "2014-02-18" 2014 36960 "B. Pięcek" "K. Grzegorczyk" 1018
"225" 36960 "2014-02-18" 2014 36960 "B. Rządzińska" "B. Pięcek" 1018
"226" 36960 "2014-02-18" 2014 36960 "B. Rządzińska" "K. Grzegorczyk" 1018
"227" 36960 "2014-02-18" 2014 36960 "K. Grzegorczyk" "B. Pięcek" 1018
"228" 36960 "2014-02-18" 2014 36960 "K. Grzegorczyk" "B. Rządzińska" 1018
"229" 36962 "2014-02-12" 2014 36962 "Barbara Pięcek" "Krzysztof Kacprzak" 1018
"230" 36962 "2014-02-12" 2014 36962 "Barbara Pięcek" "Marta Witoszyńska" 1018
"231" 36962 "2014-02-12" 2014 36962 "Krzysztof Kacprzak" "Barbara Pięcek" 1018
"232" 36962 "2014-02-12" 2014 36962 "Krzysztof Kacprzak" "Marta Witoszyńska" 1018
"233" 36962 "2014-02-12" 2014 36962 "Marta Witoszyńska" "Barbara Pięcek" 1018
"234" 36962 "2014-02-12" 2014 36962 "Marta Witoszyńska" "Krzysztof Kacprzak" 1018
"235" 36964 "2014-02-20" 2014 36964 "Jacek Kępa" "Michał Krakowiak" 1018
"236" 36964 "2014-02-20" 2014 36964 "Jacek Kępa" "Sławomir Zieliński" 1018
"237" 36964 "2014-02-20" 2014 36964 "Michał Krakowiak" "Jacek Kępa" 1018
"238" 36964 "2014-02-20" 2014 36964 "Michał Krakowiak" "Sławomir Zieliński" 1018
"239" 36964 "2014-02-20" 2014 36964 "Sławomir Zieliński" "Jacek Kępa" 1018
"240" 36964 "2014-02-20" 2014 36964 "Sławomir Zieliński" "Michał Krakowiak" 1018
"241" 36965 "2014-02-13" 2014 36965 "Bogdan Jachowicz" "Bożena Rządzińska" 1018
"242" 36965 "2014-02-13" 2014 36965 "Bogdan Jachowicz" "Zofia Szcześniewicz" 1018
